date,state_name,state_code,district_name,district_code,awc_infra_dws,awc_infra_fun_toilets,awc_infra_own_buil,aadhar_verf_benf,adolescent_girls,awc_open_1day,awc_open_21day,aww,awc,children_0_6_months,children_3_6_years,children_6months_3years,children_awc_21days,children_3_6_years_nonschool,children_3_6_years_school,elgb_benef,health_id_created,hcm_1_6days,hcm_15_20days,hcm_7_14days,hcm_atleast_1day,hcm_atleast_15days,hcm_atleast_21days,lact_mothers,pregnant_women,project,sector,thm_atleast_1day,thm_atleast_21days
01-02-2023,Gujarat,24,Arvalli,672,1439,1200,1255,81185,0,1450,1245,1448,1450,5289,36204,32844,24929,36169,35,84778,34,1414,7674,2452,36303,32437,24763,5201,5240,12,58,39028,38674
01-02-2023,Gujarat,24,Banas Kantha,441,3141,2904,3085,313163,0,3365,2755,3358,3365,17199,151281,122099,108069,151020,261,325153,108,5653,29377,8876,151397,136868,107491,17376,17198,27,135,148092,147196
01-02-2023,Gujarat,24,Bharuch,442,1344,1201,1256,94840,0,1374,896,1335,1374,6842,40622,36416,12464,40535,87,97464,37,5391,13323,7201,37907,25315,11992,6782,6802,12,55,37397,37268
01-02-2023,Gujarat,24,Bhavnagar,443,1721,1617,1545,168362,0,1904,1706,1902,1907,12458,68713,64528,46945,68133,580,171113,58,3454,12347,4264,66597,58879,46532,12481,12933,16,76,85329,84585
01-02-2023,Gujarat,24,Botad,676,551,533,447,49924,0,569,502,569,569,3323,22157,20157,9534,22073,84,52288,7,2710,6588,3670,22442,16062,9474,3363,3288,6,23,23564,22145
01-02-2023,Gujarat,24,Chhotaudepur,668,1143,1083,1109,76714,0,1182,925,1176,1182,4958,36133,30385,25148,36116,17,80965,25,1510,8114,2080,36610,33020,24906,4916,4573,10,47,35516,34090
01-02-2023,Gujarat,24,Dohad,445,2701,2531,2766,238389,0,3056,2890,3054,3056,13894,91259,106152,75022,90937,322,239105,56,3012,11329,5333,94411,86066,74737,14400,13400,21,122,136634,135350
01-02-2023,Gujarat,24,Dang,444,426,414,425,26912,0,441,358,431,441,1945,11477,11421,6221,11468,9,28733,6,899,2727,1303,11083,8881,6154,1918,1972,3,18,13910,13849
01-02-2023,Gujarat,24,Devbhumi Dwarka,674,687,671,564,51432,0,691,567,686,691,3960,19890,22063,13599,19843,47,54351,211,962,3997,1513,20008,17533,13536,3977,4461,6,28,27456,27307
01-02-2023,Gujarat,24,Gandhinagar,446,1052,1010,934,89902,0,1062,989,1056,1062,6584,36176,35799,17463,36036,140,90987,6,3530,9454,4869,34869,26470,17016,6475,5953,8,43,44442,44101
01-02-2023,Gujarat,24,Gir Somnath,675,1107,1064,696,90783,0,1164,890,1166,1166,6684,40177,38185,17971,39564,613,98803,8,4414,10544,5425,38072,28233,17689,6716,7041,8,47,41926,41478
01-02-2023,Gujarat,24,Jamnagar,447,1160,1076,980,74865,0,1196,890,1184,1197,5513,33447,30528,14260,33384,63,80753,53,3483,9483,4821,31763,23459,13976,5436,5829,9,48,35979,35824
01-02-2023,Gujarat,24,Junagadh,448,1397,1361,979,92813,0,1428,1246,1413,1428,6651,38557,34983,20350,38388,169,93732,305,3216,9968,3986,37233,30031,20063,6595,6946,11,57,45268,45203
01-02-2023,Gujarat,24,Kachchh,449,2098,2080,1631,154294,0,2100,1721,2116,2116,10737,61545,60544,39161,61477,68,155108,42,3148,14576,6517,63182,53517,38941,10742,11540,19,84,80335,80175
01-02-2023,Gujarat,24,Kheda,450,1968,1946,1722,171650,0,1978,1612,1958,1979,10793,78307,65894,29993,78227,80,177469,18,9153,23153,12468,73827,52206,29053,10983,11492,15,79,75968,75175
01-02-2023,Gujarat,24,Mahesana,451,1909,1869,1786,121214,0,1919,1296,1885,1920,8367,53891,50477,28499,53779,112,128808,78,3871,15255,6244,53472,43357,28102,8373,7700,15,77,59695,59424
01-02-2023,Gujarat,24,Mahisagar,669,1266,1190,1189,93500,0,1316,1178,1305,1316,6403,41142,37518,31740,40914,228,98054,36,1183,6948,1681,41368,38504,31556,6501,6490,11,53,46151,45837
01-02-2023,Gujarat,24,Morbi,673,752,743,612,52888,0,740,604,731,761,4182,19183,22073,11243,19123,60,53805,132,1167,5089,1751,19185,16267,11178,4137,4230,7,30,27094,26838
01-02-2023,Gujarat,24,Narmada,452,797,849,904,48898,0,952,725,945,952,3640,21723,18854,8893,21651,72,51247,17,2516,6209,3032,20448,14900,8691,3490,3540,7,38,24244,24169
01-02-2023,Gujarat,24,Navsari,453,1318,1145,1272,63977,0,1330,1230,1317,1330,4621,27832,23588,22870,27809,23,64949,19,679,3899,965,28234,26590,22691,4588,4320,10,53,27564,27361
01-02-2023,Gujarat,24,Panch Mahals,454,1820,1773,1781,151499,0,2000,1507,1999,2000,10357,72777,60511,39448,72704,73,163405,199,4716,20083,8226,72005,59063,38980,10135,9625,16,80,68496,67889
01-02-2023,Gujarat,24,Patan,455,1410,1294,1302,102708,0,1427,1211,1400,1427,8434,40088,42585,30077,39847,241,107335,12,899,7981,1950,40739,37890,29909,8277,7951,11,57,46085,46047
01-02-2023,Gujarat,24,Porbandar,456,438,463,427,31732,0,489,446,482,489,2279,13761,12469,9887,13085,676,33116,24,433,3121,972,14312,12907,9786,2350,2257,4,20,15400,15391
01-02-2023,Gujarat,24,Rajkot,457,1683,1660,1405,136340,0,1723,1469,1712,1724,9770,56104,55846,27666,54730,1374,141672,116,5529,15146,7444,55308,42335,27189,9705,10247,15,69,59659,59320
01-02-2023,Gujarat,24,Sabar Kantha,458,1875,1561,1590,124838,0,1921,1707,1919,1922,8141,53665,51171,37273,53225,440,129671,51,2360,10013,3778,53315,47177,37164,7978,8716,16,77,51599,51407
01-02-2023,Gujarat,24,Surat,459,2768,2739,2656,160188,0,2823,2516,2814,2823,12991,60875,66595,45089,60527,348,166268,24,2206,12132,3345,62208,56657,44525,12753,13054,23,113,85275,84951
01-02-2023,Gujarat,24,Surendranagar,460,1244,1052,824,115236,0,1348,1092,1332,1348,8610,50941,46177,32917,50806,135,122571,72,2906,10332,4240,50183,43037,32705,8536,8307,13,54,56219,55923
01-02-2023,Gujarat,24,Tapi,641,1036,909,1044,47825,0,1049,841,1049,1049,3649,22943,18480,14334,22922,21,52108,14,1017,5533,1666,22407,19724,14191,3523,3513,7,42,20595,20555
01-02-2023,Gujarat,24,Vadodara,461,1746,1521,1510,137789,0,1847,1619,1828,1847,10909,51612,57621,37641,51305,307,142761,227,1930,9723,2630,51669,47109,37386,10985,11634,15,74,67670,67478
01-02-2023,Gujarat,24,Valsad,462,1522,1480,1616,115335,0,1899,1827,1830,1899,8037,51142,43494,42151,51064,78,118138,43,1332,6475,2179,51845,48334,41859,7908,7557,15,76,57500,57319
01-02-2023,Haryana,6,Ambala,58,730,726,648,65324,0,1177,776,1151,1213,4119,38545,29919,4497,36074,2471,82418,177,2820,3831,2083,12936,8033,4202,5438,4397,7,47,13998,8238
01-02-2023,Haryana,6,Bhiwani,59,756,884,778,84201,0,1267,834,1235,1282,5657,43223,34893,3521,39712,3511,97111,92,5564,3638,2979,15460,6917,3279,7024,6314,9,49,24614,13763
01-02-2023,Haryana,6,Charki Dadri,701,436,522,355,41161,0,634,562,612,634,2837,19528,15882,2491,11996,7532,44284,49,1424,1763,1089,6681,4168,2405,3277,2760,3,24,15608,10074
01-02-2023,Haryana,6,Faridabad,60,1026,1156,402,101003,0,1294,1186,1251,1294,5868,62810,46959,10268,60834,1976,131813,381,11462,8201,7221,38438,19755,11554,8399,7777,6,51,31642,18961
01-02-2023,Haryana,6,Fatehabad,61,479,471,399,54190,0,1087,578,1063,1096,3101,35389,27539,2202,34159,1230,75408,390,4891,2666,2025,11559,4643,1977,4792,4587,6,40,11667,8897
01-02-2023,Haryana,6,Gurugram,62,770,865,688,90976,0,1029,918,994,1033,6527,49194,38261,7019,47946,1248,108295,562,7651,4089,3408,21966,10907,6818,7502,6811,6,40,28600,20547
01-02-2023,Haryana,6,Hisar,63,664,808,675,104337,0,1711,1005,1691,1739,6286,59088,47863,4096,54766,4322,130445,774,5570,3324,2692,15265,7003,3679,9276,7932,10,69,22494,17099
01-02-2023,Haryana,6,Jind,65,392,500,398,89220,0,1415,1007,1365,1433,5820,47918,39678,3631,42496,5422,109323,315,6474,4082,3386,17243,7383,3301,8414,7493,9,67,25944,15730
01-02-2023,Haryana,6,Jhajjar,64,765,851,797,65710,0,1127,840,1022,1130,4490,35077,28040,3734,32093,2984,78554,316,5921,3922,2962,16338,7455,3533,5772,5175,7,48,24826,17722
01-02-2023,Haryana,6,Kurukshetra,68,697,721,673,57019,0,1021,572,1057,1075,3438,34821,26358,2074,29536,5285,73828,229,2292,2165,1451,7324,3581,1416,5016,4195,6,40,9499,8689
01-02-2023,Haryana,6,Kaithal,66,396,517,420,67588,0,1242,913,1244,1270,2545,37684,29207,5430,33266,4418,80402,543,4808,4250,3178,17328,9342,5092,5894,5072,7,50,22665,18519
01-02-2023,Haryana,6,Karnal,67,447,473,352,82759,0,1416,873,1429,1479,3895,50461,38931,3505,46029,4432,106881,976,5597,4109,3421,16313,7295,3186,7056,6538,7,59,17898,12855
01-02-2023,Haryana,6,Mahendragarh,69,674,838,825,82680,0,1201,1147,1135,1201,6600,37033,30706,4540,24262,12771,85850,157,2453,2280,1450,10531,6628,4348,6691,4820,6,46,25400,14563
01-02-2023,Haryana,6,Nuh,604,392,579,552,49186,0,952,173,1062,1150,2517,65293,40905,864,64228,1065,120884,3833,18886,4466,9131,33271,5254,788,5637,6532,7,45,1867,838
01-02-2023,Haryana,6,Palwal,619,200,246,238,76282,0,1059,399,1055,1108,4937,50964,40248,2356,48914,2050,110958,205,14824,5719,9196,32501,8481,2762,7617,7192,6,43,21584,19293
01-02-2023,Haryana,6,Panchkula,70,372,379,369,30116,0,532,435,515,534,2042,16402,12646,2141,15351,1051,35879,1139,1587,2027,1287,6848,3974,1947,2433,2356,4,15,5556,4957
01-02-2023,Haryana,6,Panipat,71,440,567,375,65598,0,1022,643,1035,1047,3569,43623,32577,3989,38725,4898,91481,24978,6918,4107,3885,18664,7861,3754,5895,5817,6,42,3264,2253
01-02-2023,Haryana,6,Rewari,72,658,699,768,62756,0,1092,745,1072,1099,4590,34427,27819,3612,27495,6932,76946,162,3139,2763,2312,11686,6235,3472,5531,4579,6,44,20609,14395
01-02-2023,Haryana,6,Rohtak,73,520,654,507,61998,0,994,692,942,1004,4128,37477,29490,2972,33112,4365,82046,481,4573,2482,2261,12112,5278,2796,5697,5254,6,40,17167,14579
01-02-2023,Haryana,6,Sirsa,74,767,829,870,70658,0,1369,988,1204,1377,4664,41106,32542,5098,38178,2928,89789,165,6443,5405,4111,20902,10348,4943,6069,5408,8,54,16158,9933
01-02-2023,Haryana,6,Sonipat,75,739,909,832,90321,0,1448,851,1395,1482,5747,55317,42925,4102,49172,6145,118722,299,7547,5292,4333,21035,9155,3863,7925,6808,9,59,21558,11443
01-02-2023,Haryana,6,Yamunanagar,76,672,677,620,85172,0,1279,904,1240,1281,5000,47317,37520,3600,37239,10078,102615,58,3363,3535,2414,12690,6913,3378,6992,5786,7,53,16665,14805
01-02-2023,Himachal Pradesh,2,Bilaspur,375,843,915,392,31227,0,1111,914,1109,1111,2211,13626,12440,1868,6681,6945,33192,272,670,940,500,3887,2717,1777,2381,2534,3,46,13491,13486
01-02-2023,Himachal Pradesh,2,Chamba,16,870,928,391,35812,0,1472,1148,1483,1496,3611,25461,21416,4979,21799,3662,57869,180,2022,2936,1568,12765,9175,6239,3618,3763,7,61,12261,12229
01-02-2023,Himachal Pradesh,2,Hamirpur,17,1083,1174,558,32479,0,1350,1076,1348,1352,2521,13500,13963,2479,7411,6089,35306,296,681,979,687,4752,3384,2405,2697,2625,6,59,15932,12920
01-02-2023,Himachal Pradesh,2,Kangra,18,2513,2605,1106,90800,0,4188,2901,4212,4226,8380,31562,45858,5642,19937,11625,102516,2034,3550,4054,2494,15494,9450,5396,8741,7975,15,188,43805,40092
01-02-2023,Himachal Pradesh,2,Kinnaur,19,134,143,46,619,0,134,31,235,235,122,1989,1835,55,1983,6,4193,15,130,58,74,312,108,50,126,121,3,15,137,137
01-02-2023,Himachal Pradesh,2,Kullu,20,943,987,359,36168,0,1094,917,1095,1095,2580,16164,13953,2912,11001,5163,37909,65,1445,2207,1512,7788,4831,2624,2595,2617,5,45,15419,14961
01-02-2023,Himachal Pradesh,2,Lahul And Spiti,21,43,35,51,501,0,111,25,123,123,65,623,628,93,606,17,1465,12,263,42,67,439,109,67,66,83,2,8,101,69
01-02-2023,Himachal Pradesh,2,Mandi,22,1981,2096,521,70835,0,2998,1980,2987,3004,5418,27101,31129,6063,18355,8746,75250,1972,2176,3517,2193,13587,9218,5701,5780,5822,10,120,17798,16408
01-02-2023,Himachal Pradesh,2,Shimla,23,1537,1579,833,33989,0,2118,1477,2141,2154,3272,17209,21952,4249,14921,2288,49040,1133,1784,2797,1733,10379,6862,4065,3326,3281,11,88,14637,12999
01-02-2023,Himachal Pradesh,2,Sirmaur,24,1086,1196,597,31919,0,1457,791,1477,1486,3147,22638,20400,4066,19249,3389,53055,242,2595,3330,2419,12174,7160,3830,3344,3526,6,64,10789,9747
01-02-2023,Himachal Pradesh,2,Solan,25,1066,1126,583,32353,0,1278,971,1281,1281,3605,10425,19233,2954,8401,2024,40558,289,1350,2176,1230,7542,4962,2786,3677,3618,5,55,11770,10820
01-02-2023,Himachal Pradesh,2,Una,26,1150,1164,639,35244,0,1369,1093,1371,1371,3382,8527,18164,2891,6417,2110,36658,330,679,1448,782,5670,4209,2761,3547,3038,5,59,20433,20081
01-02-2023,Jammu And Kashmir,1,Anantnag,1,1776,1778,211,69211,0,2197,1834,2205,2210,2197,33612,25940,22797,33375,237,69695,2324,5979,5794,5981,29322,17362,11568,3665,4281,8,89,6281,5468
01-02-2023,Jammu And Kashmir,1,Bandipora,623,452,420,35,23241,0,762,449,793,810,870,11437,10855,4452,11309,128,26287,477,2046,2419,2311,9666,5309,2890,1478,1647,4,29,2525,1538
01-02-2023,Jammu And Kashmir,1,Baramulla,3,1784,1705,206,78418,0,2354,1943,2360,2381,4056,35005,31540,24008,34740,265,80194,2369,4742,5612,5448,26610,16420,10808,4396,5197,12,97,5779,3965
01-02-2023,Jammu And Kashmir,1,Budgam,2,1300,1262,101,47115,0,1622,1144,1628,1657,832,21420,19693,12283,21105,315,48847,1457,2673,3680,2829,17769,12267,8587,3145,3757,8,68,9925,8962
01-02-2023,Jammu And Kashmir,1,Doda,4,592,590,58,30136,0,1298,414,1381,1401,1419,13183,14013,2260,12957,226,32354,1700,3261,2518,2768,9979,3950,1432,1928,1811,8,63,770,528
01-02-2023,Jammu And Kashmir,1,Ganderbal,626,560,544,58,17591,0,640,439,644,658,312,8262,7334,3843,8088,174,18659,278,1354,1705,1631,6674,3689,1984,1289,1462,3,27,2480,1433
01-02-2023,Jammu And Kashmir,1,Jammu,5,1729,1783,206,55674,0,2622,1810,2509,2654,3375,17468,27592,7678,16550,918,57042,1713,2218,4238,2936,16163,11009,6771,5250,3357,10,98,20604,19914
01-02-2023,Jammu And Kashmir,1,Kathua,7,736,713,60,44767,0,1606,852,1576,1641,2948,14686,22172,3979,13973,713,46764,3091,2816,3617,3395,12877,6666,3049,4025,2933,8,74,10193,9657
01-02-2023,Jammu And Kashmir,1,Kishtwar,620,378,368,58,18966,0,761,384,798,805,653,9016,8174,3267,8652,364,20117,551,1723,1631,1548,7170,3899,2268,1107,1167,8,28,318,188
01-02-2023,Jammu And Kashmir,1,Kulgam,622,906,899,123,32446,0,1199,1001,1203,1230,709,16124,11910,11067,15975,149,32740,2403,1446,3392,2257,14954,11251,7859,1745,2252,5,45,1577,1390
01-02-2023,Jammu And Kashmir,1,Kupwara,8,1959,1922,167,72353,0,2289,1593,2319,2319,3069,36497,27854,17414,35951,546,75327,3070,7125,6025,4813,24351,12413,6388,3597,4310,11,92,1787,1114
01-02-2023,Jammu And Kashmir,1,Poonch,10,1145,1116,89,41599,0,1402,1292,1400,1409,2457,17266,16548,13923,17194,72,42249,489,676,3123,1210,17865,15979,12856,2915,3063,6,54,17054,16495
01-02-2023,Jammu And Kashmir,1,Pulwama,11,695,687,68,32851,0,1111,905,1115,1120,1751,16396,14621,11134,16188,208,37989,3126,3085,2921,2851,16039,10103,7182,2355,2866,4,48,2353,1811
01-02-2023,Jammu And Kashmir,1,Rajouri,12,940,942,90,40998,0,1667,1345,1672,1672,1327,19219,17406,12563,19068,151,41789,433,1090,4340,1973,19448,16385,12045,2084,1753,7,57,18750,18506
01-02-2023,Jammu And Kashmir,1,Ramban,621,446,415,39,19468,0,718,471,668,768,718,9146,8388,4102,9044,102,20267,718,1229,2117,1457,8331,5645,3528,992,1023,4,33,1231,967
01-02-2023,Jammu And Kashmir,1,Reasi,627,634,563,62,23372,0,976,511,965,995,499,10959,10014,3786,10910,49,23937,524,2114,2399,2824,10339,5401,3002,1229,1236,5,45,1584,1079
01-02-2023,Jammu And Kashmir,1,Samba,624,596,624,77,20252,0,1003,637,1015,1021,1476,5931,10076,2612,5769,162,20746,1531,796,1781,803,5654,4055,2274,1908,1355,4,37,5375,4850
01-02-2023,Jammu And Kashmir,1,Shopian,625,397,375,67,20054,0,704,555,714,718,393,12321,8787,8251,12214,107,23772,496,884,3120,1143,11936,9909,6789,967,1304,2,30,1441,1073
01-02-2023,Jammu And Kashmir,1,Srinagar,13,941,945,33,30525,0,1173,913,1142,1183,1215,15986,12527,9029,15747,239,33344,444,2155,2634,2226,11672,7291,4657,1674,1942,4,47,4783,2530
01-02-2023,Jammu And Kashmir,1,Udhampur,14,929,995,79,56739,0,1478,556,1433,1498,2499,27869,22308,3502,23379,4490,58917,506,4335,7058,4763,19466,10368,3310,3312,2929,7,68,20705,17069
01-02-2023,Jharkhand,20,Bokaro,322,558,845,814,48100,0,1845,626,2253,2256,5080,79634,65276,7049,78856,778,165974,571,14998,11170,11830,43754,16926,5756,6422,9562,11,81,1815,1809
01-02-2023,Jharkhand,20,Chatra,323,172,239,407,35258,0,1093,691,1115,1124,4307,56838,55267,9493,55852,986,131008,831,11302,13855,12310,46008,22396,8541,5538,9058,6,35,3081,3079
01-02-2023,Jharkhand,20,Deoghar,324,298,567,718,33806,0,1517,691,1568,1568,7675,71902,72946,5821,71023,879,171700,593,15260,10093,12429,42298,14609,4516,8171,11006,10,56,1476,1394
01-02-2023,Jharkhand,20,Dhanbad,325,348,402,693,55678,0,1967,789,2196,2231,6893,80558,67567,9287,79169,1389,172437,452,15501,13472,13371,50642,21770,8298,7979,9440,8,81,10291,10120
01-02-2023,Jharkhand,20,Dumka,326,655,923,1152,140635,0,2051,1216,2053,2061,8089,82903,64341,20186,78317,4586,172506,45,15331,21238,15239,70207,39637,18399,7758,9415,11,72,16472,16418
01-02-2023,Jharkhand,20,East Singhbum,327,627,1052,796,21203,0,1562,545,1718,1722,7979,66767,66636,4992,66588,179,161773,438,13507,8896,9467,36556,13582,4686,9023,11368,11,74,491,465
01-02-2023,Jharkhand,20,Garhwa,328,278,453,617,26863,0,1101,338,1331,1331,4314,73629,64718,2655,72557,1072,159518,2144,13981,4172,7178,27326,6167,1995,6629,10228,9,54,2682,2500
01-02-2023,Jharkhand,20,Giridih,329,548,1085,1503,260018,0,2348,1358,2431,2431,12704,148015,132534,11784,143723,4292,324283,567,31114,16281,21395,78356,25847,9566,13670,17360,14,86,36820,36607
01-02-2023,Jharkhand,20,Godda,330,359,510,864,65609,0,1648,893,1792,1792,7526,88420,73501,10349,86328,2092,190036,388,18178,15524,15351,56874,23345,7821,9181,11408,9,66,11947,11806
01-02-2023,Jharkhand,20,Gumla,331,257,561,1013,92014,0,1655,1150,1670,1670,6162,49878,52163,14100,47362,2516,121536,4056,11550,13935,12861,51804,27393,13458,5878,7455,12,53,28926,28854
01-02-2023,Jharkhand,20,Hazaribagh,332,556,740,790,42214,0,1669,914,1765,1770,6889,77125,81262,8387,75685,1440,187020,144,16079,12677,12538,48746,20129,7452,8488,13256,14,65,5629,5624
01-02-2023,Jharkhand,20,Jamtara,333,282,479,451,34422,0,1045,297,1189,1189,2991,43685,35132,3128,43034,651,90451,478,9093,4827,5612,22197,7492,2665,3585,5058,7,39,1390,1389
01-02-2023,Jharkhand,20,Khunti,606,205,336,498,23034,0,794,355,824,839,2455,25631,24211,3448,25013,618,58148,15,5888,5061,5265,19404,8251,3190,2553,3298,7,32,2241,2238
01-02-2023,Jharkhand,20,Koderma,334,219,279,426,29862,0,721,389,749,749,3608,36014,33191,4440,34794,1220,82457,278,7932,7936,7189,27312,12191,4255,4274,5370,5,26,8583,8495
01-02-2023,Jharkhand,20,Latehar,335,189,184,494,16909,0,878,395,950,951,3170,42816,36961,4985,41950,866,91624,348,9662,7790,9130,30849,12057,4267,3482,5195,7,35,1368,1360
01-02-2023,Jharkhand,20,Lohardaga,336,145,209,472,26049,0,722,420,750,750,2820,29387,27516,5724,28871,516,66711,97,5949,7710,6345,25504,13210,5500,3058,3930,5,25,4881,4849
01-02-2023,Jharkhand,20,Pakur,337,132,171,300,26478,0,1064,460,1166,1166,7229,67923,65246,2889,66793,1130,155342,311,15305,5265,9623,31666,6738,1473,6377,8567,6,41,4046,4042
01-02-2023,Jharkhand,20,Palamu,338,958,1170,941,172126,0,2444,847,2547,2595,10218,118397,109062,8350,117214,1183,265488,633,26610,26690,30173,90350,33567,6877,12142,15669,14,81,26381,26023
01-02-2023,Jharkhand,20,Ramgarh,607,341,539,393,26451,0,1009,521,1040,1041,2848,31040,30055,4266,30472,568,72030,772,6469,7105,6432,23936,11035,3930,2991,5096,7,41,2789,2781
01-02-2023,Jharkhand,20,Ranchi,339,542,766,1061,164510,0,2782,1761,2820,2832,11009,92291,98194,16356,89578,2713,227984,1837,23280,21203,20943,80389,36166,14963,11455,15035,17,96,13160,12982
01-02-2023,Jharkhand,20,Sahebganj,340,213,294,443,19726,0,1332,240,1680,1701,7587,91256,79878,3057,89710,1546,200225,1003,18613,7811,12050,40852,10189,2378,8428,13076,9,61,96,92
01-02-2023,Jharkhand,20,Saraikela Kharsawan,341,500,624,717,62877,0,1346,860,1361,1370,6099,46226,45333,11385,45572,654,111089,505,7611,12930,9271,40234,23352,10422,6071,7360,10,51,9129,9117
01-02-2023,Jharkhand,20,Simdega,342,129,274,394,25927,0,889,380,949,965,2279,26870,24500,3754,25002,1868,59147,95,6238,5189,5508,20289,8543,3354,2253,3245,8,36,389,389
01-02-2023,Jharkhand,20,West Singhbhum,343,531,1006,1221,123814,0,2290,1422,2328,2330,9563,80165,78728,17285,76794,3371,187744,483,18226,20596,16478,70707,36003,15407,9077,10211,17,74,49116,49006
01-02-2023,Karnataka,29,Bagalkote,524,328,363,336,171476,0,2212,957,2221,2221,5889,82589,77844,8547,82132,457,186577,1083,19140,20552,18525,65604,27939,7387,7199,13056,6,85,3544,3415
01-02-2023,Karnataka,29,Bengaluru Rural,526,352,478,409,51901,0,1227,839,1228,1229,1665,20778,28807,8409,20329,449,56735,879,2211,6913,3296,20461,14954,8041,1891,3594,4,43,1965,1963
01-02-2023,Karnataka,29,Belagavi,527,698,752,648,443941,0,5289,2651,5295,5295,16418,220107,187409,26379,219008,1099,472000,16381,47430,60292,45207,175579,82942,22650,18724,29342,14,209,162813,161849
01-02-2023,Karnataka,29,Ballari,528,440,713,549,238756,0,2657,984,2763,2784,6163,110829,114095,8632,108753,2076,256027,2703,27668,20716,21846,78141,28627,7911,7717,17223,9,102,3661,3657
01-02-2023,Karnataka,29,Bengaluru Urban,525,846,1211,664,188309,0,1910,285,2364,2420,1155,80965,123336,1528,80788,177,211887,3892,21097,4614,7464,34623,6062,1448,1416,5015,7,90,2351,2351
01-02-2023,Karnataka,29,Bidar,529,252,228,233,137800,0,1793,306,1880,1893,3558,64057,68211,2339,64014,43,149216,905,22145,9604,15120,48896,11631,2027,4541,8849,5,61,10379,10243
01-02-2023,Karnataka,29,Chamarajanagara,531,426,515,486,52889,0,1400,658,1415,1421,2130,22459,25254,4539,22432,27,55935,9721,4269,7518,4985,20923,11669,4151,2430,3662,5,56,1873,1865
01-02-2023,Karnataka,29,Chikkaballapura,630,514,732,590,77729,0,1937,616,1950,1961,3080,32911,41080,4450,32777,134,86365,1900,9202,7079,6312,26438,10924,3845,3462,5832,6,74,11121,10909
01-02-2023,Karnataka,29,Chikkamagaluru,532,625,715,693,59401,0,1812,1007,1825,1825,3743,23809,26852,3705,23526,283,63733,457,4115,8163,5407,21091,11569,3406,4010,5319,7,65,3650,3621
01-02-2023,Karnataka,29,Chitradurga,533,407,590,519,116166,0,2318,1403,2318,2324,5714,49424,56480,8982,49254,170,126649,690,10961,11262,10402,40250,18887,7625,6221,8810,7,88,14659,14628
01-02-2023,Karnataka,29,Dakshina Kannada,534,692,726,649,126729,0,2081,961,2102,2104,7358,48151,57007,3740,47665,486,133615,1069,11784,10369,11689,37342,13869,3500,9108,11991,7,82,4253,4244
01-02-2023,Karnataka,29,Davangere,535,954,1055,790,111144,0,1717,1447,1717,1721,5440,43188,52694,11684,42847,341,116018,2128,6811,12223,8138,38006,23057,10834,5816,8880,5,64,6171,6129
01-02-2023,Karnataka,29,Dharwad,536,722,799,574,125906,0,1502,908,1496,1505,4804,55315,58500,8272,55022,293,134406,1175,11277,14620,12726,46373,22370,7750,5723,10064,6,58,1970,1964
01-02-2023,Karnataka,29,Gadag,537,208,293,290,89573,0,1164,667,1109,1166,3577,41261,38621,8896,41175,86,94211,669,7895,11592,8865,36828,20068,8476,3917,6835,5,45,9723,9718
01-02-2023,Karnataka,29,Hassan,539,1676,1829,1488,87128,0,2487,1492,2520,2523,5257,35613,39722,7097,35511,102,94450,702,5455,10067,5989,28192,16748,6681,5996,7862,8,84,596,587
01-02-2023,Karnataka,29,Haveri,540,372,423,386,144681,0,1918,1657,1918,1918,6204,66018,57232,14334,65080,938,147300,3470,11276,16545,10827,52100,29997,13452,6713,11133,7,78,3779,3758
01-02-2023,Karnataka,29,Kalaburagi,538,440,448,564,226224,0,3037,625,3098,3098,6199,105813,100703,5870,105703,110,234831,3687,33137,21535,25877,85118,26104,4569,8317,13799,9,115,1697,1669
01-02-2023,Karnataka,29,Kodagu,541,182,227,215,27851,0,815,182,869,871,1177,12932,13319,500,12815,117,31037,721,3208,1643,2112,7399,2079,436,1416,2193,3,34,695,695
01-02-2023,Karnataka,29,Kolar,542,1049,1267,853,87975,0,2047,1053,2061,2061,3540,35058,48832,9279,34887,171,97638,832,5611,11171,6618,32250,20021,8850,4043,6165,6,79,1510,1507
01-02-2023,Karnataka,29,Koppal,543,589,1004,980,152875,0,1850,1432,1814,1850,7391,67306,62358,15027,67034,272,157705,2840,10822,22153,12555,59850,36473,14320,8368,12282,5,71,59339,57737
01-02-2023,Karnataka,29,Mandya,544,614,699,639,88021,0,2536,1462,2466,2546,4440,29320,43751,8472,29261,59,88500,2802,3215,11777,5535,28724,19974,8197,4981,6008,8,89,2297,2217
01-02-2023,Karnataka,29,Mysuru,545,786,871,820,125458,0,2833,877,2828,2860,4992,50292,64984,5350,50141,151,134722,1505,14143,13765,13290,46195,18762,4997,5570,8884,9,107,2061,2059
01-02-2023,Karnataka,29,Raichur,546,354,468,380,203648,0,2646,1417,2662,2662,5753,100442,86181,16410,99269,1173,212485,6293,21246,27391,20896,83948,41806,14415,7008,13101,8,96,10699,10582
01-02-2023,Karnataka,29,Ramanagara,631,675,894,749,58211,0,1539,1084,1500,1543,2407,24579,28037,6866,24406,173,61481,471,2805,7627,3448,20468,14215,6588,2610,3848,5,53,1410,1409
01-02-2023,Karnataka,29,Shivamogga,547,442,551,482,90338,0,1972,309,2439,2439,2202,43706,43389,1436,43588,118,98682,4460,12873,5696,8570,28485,7042,1346,2792,6593,7,85,4455,4414
